,NeighborhoodBogota,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
241,USAQUÉN,4.730458,-74.035666,Yanuba,4.733191115712617,-74.0445590354455,Diner
242,USAQUÉN,4.730458,-74.035666,Sandwich Qbano Cedritos,4.731889745647859,-74.04249243099748,Sandwich Place
243,USAQUÉN,4.730458,-74.035666,American Cheesecakes,4.727034881742773,-74.04585634738746,Pie Shop
244,USAQUÉN,4.730458,-74.035666,Supermercados Comunal de Colombia,4.733277959667856,-74.02897156514548,Supermarket
245,USAQUÉN,4.730458,-74.035666,Pepe Ganga,4.718694277348342,-74.03503409217797,Department Store
246,USAQUÉN,4.730458,-74.035666,Parque Belmira,4.718307082390586,-74.02921557426453,Park
247,USAQUÉN,4.730458,-74.035666,Frutimax,4.738223,-74.031621,Fruit & Vegetable Store
248,USAQUÉN,4.730458,-74.035666,Parque Alcalá,4.721450663714329,-74.04922485351562,Park
249,USAQUÉN,4.730458,-74.035666,Hamburguesas El Corral,4.722818919659835,-74.04633929059705,Burger Joint
250,BOGOTÁ,4.644584,-74.06563,Bogotá Burger,4.641284938645988,-74.0638118257236,Fast Food Restaurant
251,BOGOTÁ,4.644584,-74.06563,Insurgentes Taco Bar,4.641684512090215,-74.06144362007653,Taco Place
252,BOGOTÁ,4.644584,-74.06563,La Cocinita Verde,4.646735130167527,-74.06176527283094,Vegetarian / Vegan Restaurant
253,BOGOTÁ,4.644584,-74.06563,El Cebollero,4.642507066385258,-74.05964448778326,Hot Dog Joint
254,BOGOTÁ,4.644584,-74.06563,El Verdugo,4.6402736,-74.060646,Vegetarian / Vegan Restaurant
255,BOGOTÁ,4.644584,-74.06563,Video Club,4.650757359792242,-74.06350134274841,Nightclub
256,BOGOTÁ,4.644584,-74.06563,OXXO Chapinero,4.6423965950784565,-74.06472594731144,Supermarket
257,BOGOTÁ,4.644584,-74.06563,Oma,4.647909121526065,-74.06379928958981,Coffee Shop
258,BOGOTÁ,4.644584,-74.06563,Doméstica,4.642132439791727,-74.06164488151359,Bakery
259,BOGOTÁ,4.644584,-74.06563,Krost Bakery,4.646043706772271,-74.05992630652844,Bakery
260,BOGOTÁ,4.644584,-74.06563,Mesa Franca,4.641110080911217,-74.06193389651835,Restaurant
261,BOGOTÁ,4.644584,-74.06563,Farmatodo,4.641103699999999,-74.07152599999999,Pharmacy
262,BOGOTÁ,4.644584,-74.06563,Ciclovía,4.6383486000579985,-74.06473672298921,Bike Rental / Bike Share
263,BOGOTÁ,4.644584,-74.06563,Juan Valdez Café,4.639564664232615,-74.0629739012024,Café
264,BOGOTÁ,4.644584,-74.06563,Emilia Grace,4.6480820054925776,-74.05762016173774,Italian Restaurant
265,BOGOTÁ,4.644584,-74.06563,ORSO HELADERÍA,4.648807396691891,-74.05671606326176,Ice Cream Shop
266,BOGOTÁ,4.644584,-74.06563,Bistecca e Vino,4.651035081109635,-74.05793086537695,Italian Restaurant
267,BOGOTÁ,4.644584,-74.06563,Cantina Y Punto,4.648893115609529,-74.05695787403972,Mexican Restaurant
268,BOGOTÁ,4.644584,-74.06563,O.d.e.m. Bogotá,4.6493673,-74.06367,Beer Garden
269,BOGOTÁ,4.644584,-74.06563,La Fama Barbecue,4.648135790007728,-74.05672795897398,BBQ Joint
270,BOGOTÁ,4.644584,-74.06563,Starbucks,4.651284644290602,-74.05909642559236,Coffee Shop
271,BOGOTÁ,4.644584,-74.06563,Amor Perfecto,4.648939125038759,-74.05545014129005,Coffee Shop
272,BOGOTÁ,4.644584,-74.06563,Stromboli Deep Dish Pizza,4.654326162479096,-74.0600921619425,Pizza Place
273,BOGOTÁ,4.644584,-74.06563,Casa Tomada librería café,4.635310162322482,-74.07178667475861,Bookstore
274,BOGOTÁ,4.644584,-74.06563,Four Seasons Hotel Casa Medina Bogotá,4.65245608896089,-74.05658168977985,Hotel
275,BOGOTÁ,4.644584,-74.06563,Obleas Dany,4.652353375977684,-74.07402251707641,Cupcake Shop
276,BOGOTÁ,4.644584,-74.06563,Juan Valdez Café,4.65227237759962,-74.05585815605255,Coffee Shop
277,BOGOTÁ,4.644584,-74.06563,Oak: Ahumados & Brebajes,4.653821,-74.059718,American Restaurant
278,BOGOTÁ,4.644584,-74.06563,Criterión,4.651834296490814,-74.0559240314272,French Restaurant
279,BOGOTÁ,4.644584,-74.06563,Papa John's,4.640751352907754,-74.07374493978655,Pizza Place
280,BOGOTÁ,4.644584,-74.06563,Estadio Nemesio Camacho El Campín,4.646066788357322,-74.07728817622558,Soccer Stadium
281,BOGOTÁ,4.644584,-74.06563,Tornamesa G,4.651851703611042,-74.05525155578576,Bookstore
282,BOGOTÁ,4.644584,-74.06563,Vitto,4.650835853975315,-74.05564277215504,Bistro
283,BOGOTÁ,4.644584,-74.06563,El Chato,4.64802306306108,-74.05706483102693,Theme Restaurant
284,BOGOTÁ,4.644584,-74.06563,El Fogon de las Sopitas,4.633347837589807,-74.0670676199051,Soup Place
285,BOGOTÁ,4.644584,-74.06563,Movistar Arena,4.649305111320054,-74.07803177833557,Event Space
286,BOGOTÁ,4.644584,-74.06563,Nueve,4.655566942200805,-74.05923754660157,Tapas Restaurant
287,BOGOTÁ,4.644584,-74.06563,Starbucks,4.651548236807173,-74.05532920854186,Coffee Shop
288,BOGOTÁ,4.644584,-74.06563,Red Room,4.65619679382643,-74.06043911646299,Lounge
289,BOGOTÁ,4.644584,-74.06563,Masa 70,4.6518115821278085,-74.05500986436155,Bakery
290,BOGOTÁ,4.644584,-74.06563,Coctel del Mar,4.657502,-74.065303,Seafood Restaurant
291,BOGOTÁ,4.644584,-74.06563,Spinning Center,4.650960040645289,-74.05589644099811,Gym
292,BOGOTÁ,4.644584,-74.06563,Panamericana,4.641835636640577,-74.07385347951663,Paper / Office Supplies Store
293,BOGOTÁ,4.644584,-74.06563,Holiday Inn Express Zona Financiera,4.651306816522809,-74.0581161927202,Hotel
294,BOGOTÁ,4.644584,-74.06563,Home Burgers,4.653087259815611,-74.05428190736637,Burger Joint
295,BOGOTÁ,4.644584,-74.06563,La Divina Comedia Trattoria,4.6536495333152,-74.05500319906139,Italian Restaurant
296,BOGOTÁ,4.644584,-74.06563,The Artisan DC Hotel,4.653638,-74.054505,Hotel
297,BOGOTÁ,4.644584,-74.06563,Bodytech,4.642946144434086,-74.07428982530104,Gym / Fitness Center
298,BOGOTÁ,4.644584,-74.06563,Osaki,4.653787276063438,-74.05461905719416,Sushi Restaurant
299,BOGOTÁ,4.644584,-74.06563,Tornamesa,4.657127138553646,-74.05739760083158,Bookstore
300,BOSA,4.6305,-74.1945,Cinemark,4.636814,-74.18797,Movie Theater
301,BOSA,4.6305,-74.1945,Cinemark,4.639486410995682,-74.18377814164029,Movie Theater
302,BOSA,4.6305,-74.1945,Kattharsis,4.605434177871303,-74.18582208546376,Restaurant
303,BOSA,4.6305,-74.1945,Olímpica,4.63212039483214,-74.20153141021729,Department Store
304,BOSA,4.6305,-74.1945,Colsubsidio Chicala,4.623614037542715,-74.17916658311313,Department Store
305,BOSA,4.6305,-74.1945,Tiendas Metro Bosa,4.629960245322085,-74.19407486915588,Grocery Store
306,BOSA,4.6305,-74.1945,Micentro Porvenir,4.636714456981546,-74.18844593535157,Shopping Mall
307,BOSA,4.6305,-74.1945,Popsy Helado Gourmet Mi centro Porvenir,4.636687662936868,-74.18849363305144,Ice Cream Shop
308,BOSA,4.6305,-74.1945,Droguería Colsubsidio El Porvenir,4.6368043,-74.18849349999999,Pharmacy
309,BOSA,4.6305,-74.1945,Parque Bella Vista,4.645692187338323,-74.17594963750295,Park
310,BOSA,4.6305,-74.1945,Metro Milenio Plaza,4.630986851852436,-74.16805744171143,Grocery Store
311,CIUDAD BOLÍVAR,4.556728,-74.149655,Cinemark,4.5822325,-74.15673,Movie Theater
312,CIUDAD BOLÍVAR,4.556728,-74.149655,Guacamola,4.568660592163688,-74.14403557777405,Burger Joint
313,CIUDAD BOLÍVAR,4.556728,-74.149655,Parque Metropolitano El Tunal,4.571804840655415,-74.13441181182861,Park
314,CIUDAD BOLÍVAR,4.556728,-74.149655,Las Quintas Del Sur,4.546106538028184,-74.13999848484809,Park
315,RAFAEL URIBE URIBE,4.5653,-74.1164,"Autenticos  Tamales Tolimenses ""Donde Carlos""",4.577050620024722,-74.10825594488291,Food Truck
316,RAFAEL URIBE URIBE,4.5653,-74.1164,Postreria Almibar,4.573019914423601,-74.10075387072071,Dessert Shop
317,RAFAEL URIBE URIBE,4.5653,-74.1164,Al Chile Comida Mexicana.,4.581355828546837,-74.11576338358931,Mexican Restaurant
318,RAFAEL URIBE URIBE,4.5653,-74.1164,Bosque San Carlos,4.574397031602281,-74.10578398758129,Park
319,RAFAEL URIBE URIBE,4.5653,-74.1164,Salsamentaria San Juan,4.579954076698655,-74.12681760289922,Burger Joint
320,RAFAEL URIBE URIBE,4.5653,-74.1164,Sandwich Qbano Restrepo,4.584439689552816,-74.09970317831421,Sandwich Place
321,RAFAEL URIBE URIBE,4.5653,-74.1164,Pasteleria Guernika,4.586891048300204,-74.10022794127197,Pie Shop
322,RAFAEL URIBE URIBE,4.5653,-74.1164,Belleza Profesional cosméticos y capilares,4.5855090939569045,-74.09938567665176,Salon / Barbershop
323,RAFAEL URIBE URIBE,4.5653,-74.1164,Tamales El Gordo,4.586183182646519,-74.12854351428504,Cajun / Creole Restaurant
324,RAFAEL URIBE URIBE,4.5653,-74.1164,Bar Pescadero Del Restrepo,4.587760644947771,-74.10726946002409,Seafood Restaurant
325,RAFAEL URIBE URIBE,4.5653,-74.1164,Quiroga,4.579048431324581,-74.11609028585781,Neighborhood
326,RAFAEL URIBE URIBE,4.5653,-74.1164,Boliche Escape,4.584408948531262,-74.10150530247026,Bowling Alley
327,RAFAEL URIBE URIBE,4.5653,-74.1164,El imperio del Pacifico,4.583197344845602,-74.10343244347999,Seafood Restaurant
328,RAFAEL URIBE URIBE,4.5653,-74.1164,Wenbrulee,4.585942121458626,-74.09984623580628,Restaurant
329,RAFAEL URIBE URIBE,4.5653,-74.1164,Kokoriko,4.586530064512324,-74.1002820582154,Fried Chicken Joint
330,RAFAEL URIBE URIBE,4.5653,-74.1164,Bogotá Beer Company,4.591193338231392,-74.12392055687195,Bar
331,RAFAEL URIBE URIBE,4.5653,-74.1164,Parque Metropolitano El Tunal,4.571804840655415,-74.13441181182861,Park
332,RAFAEL URIBE URIBE,4.5653,-74.1164,La Parrilla de Gus,4.582726949492712,-74.09706018463002,BBQ Joint
333,RAFAEL URIBE URIBE,4.5653,-74.1164,Farmatodo,4.585889000102238,-74.10245740436747,Convenience Store
334,RAFAEL URIBE URIBE,4.5653,-74.1164,Cine Colombia,4.590856427963277,-74.12404130041187,Multiplex
335,RAFAEL URIBE URIBE,4.5653,-74.1164,Subway,4.584644,-74.101163,Sandwich Place
336,RAFAEL URIBE URIBE,4.5653,-74.1164,La Barra Del Negro,4.579702,-74.094555,Burger Joint
337,RAFAEL URIBE URIBE,4.5653,-74.1164,Viva la Pizza,4.585452735859928,-74.10066089748031,Pizza Place
338,RAFAEL URIBE URIBE,4.5653,-74.1164,Sandwich Qbano Centro Mayor,4.591020439499561,-74.12450535197205,Sandwich Place
339,RAFAEL URIBE URIBE,4.5653,-74.1164,Asadero De Carnes Mi Ranchito,4.582917198195783,-74.10265814812773,Steakhouse
340,RAFAEL URIBE URIBE,4.5653,-74.1164,Exito Super Ciudad Jardin,4.582278312320601,-74.09690831740077,Convenience Store
341,RAFAEL URIBE URIBE,4.5653,-74.1164,El Carnal,4.591044520427467,-74.12447398102509,Mexican Restaurant
342,RAFAEL URIBE URIBE,4.5653,-74.1164,Asadero de Carne Santander Sur,4.591368823162111,-74.11302565804333,BBQ Joint
343,RAFAEL URIBE URIBE,4.5653,-74.1164,Farmatodo,4.5900515,-74.1237776,Pharmacy
344,RAFAEL URIBE URIBE,4.5653,-74.1164,McDonald's,4.57832965192537,-74.13041033937334,Fast Food Restaurant
345,RAFAEL URIBE URIBE,4.5653,-74.1164,Dunkin Donuts restrepo,4.58585323686744,-74.10131602861148,Donut Shop
346,RAFAEL URIBE URIBE,4.5653,-74.1164,Locatel,4.585425609284191,-74.10106939878742,Drugstore
347,RAFAEL URIBE URIBE,4.5653,-74.1164,Asadero El Gran Rodeo,4.5903343,-74.10781141,Food Court
348,RAFAEL URIBE URIBE,4.5653,-74.1164,Parque Marruecos,4.554475025352879,-74.11565441603979,Park
349,RAFAEL URIBE URIBE,4.5653,-74.1164,KFC,4.578355014214516,-74.13042180874075,Fast Food Restaurant
350,RAFAEL URIBE URIBE,4.5653,-74.1164,plaza del restrepo,4.58504701073178,-74.10278774378973,Miscellaneous Shop
351,RAFAEL URIBE URIBE,4.5653,-74.1164,Estadio Olaya Herrera,4.5832596825302865,-74.10748166941381,Soccer Field
352,RAFAEL URIBE URIBE,4.5653,-74.1164,Donde Canta La Rana,4.58800959976552,-74.10697689771483,BBQ Joint
353,RAFAEL URIBE URIBE,4.5653,-74.1164,La mojarra roja,4.587491555732059,-74.10352994711299,Seafood Restaurant
354,RAFAEL URIBE URIBE,4.5653,-74.1164,Tatto's,4.585510206003034,-74.09937366649095,Fast Food Restaurant
355,RAFAEL URIBE URIBE,4.5653,-74.1164,Only Restrepo,4.5866083231673125,-74.10094261219679,Clothing Store
356,RAFAEL URIBE URIBE,4.5653,-74.1164,Ktronix,4.590120792249022,-74.12408831701241,Electronics Store
357,RAFAEL URIBE URIBE,4.5653,-74.1164,Sopas y carnes del Restrepo,4.587373733520508,-74.10382843017578,BBQ Joint
358,RAFAEL URIBE URIBE,4.5653,-74.1164,Casa Del Kumis,4.59116577309634,-74.12392429945336,Breakfast Spot
359,RAFAEL URIBE URIBE,4.5653,-74.1164,Olímpica Restrepo,4.585496570036861,-74.09936797182502,Department Store
360,RAFAEL URIBE URIBE,4.5653,-74.1164,Exito Centenario,4.586586573619118,-74.11052139920982,Grocery Store
361,RAFAEL URIBE URIBE,4.5653,-74.1164,Panamericana,4.585677139994437,-74.10167273685555,Paper / Office Supplies Store
362,RAFAEL URIBE URIBE,4.5653,-74.1164,Molispan,4.552703873308193,-74.11739510361365,Bakery
363,RAFAEL URIBE URIBE,4.5653,-74.1164,Cinemas Procinal,4.57856739606012,-74.13077735878167,Multiplex
364,RAFAEL URIBE URIBE,4.5653,-74.1164,Exito Tunal,4.577871472984508,-74.13043210173662,Department Store
365,KENNEDY,4.6268,-74.1573,Fantasías Del Mar,4.625800505961836,-74.1474542177538,Caribbean Restaurant
366,KENNEDY,4.6268,-74.1573,Empanadas de las Buenas,4.622304020752181,-74.15148833858753,Restaurant
367,KENNEDY,4.6268,-74.1573,La Jugueteria,4.6207876,-74.15141,Latin American Restaurant
368,KENNEDY,4.6268,-74.1573,Centro Histórico de Cartagena de Indias,4.620661799165723,-74.15930517484668,Historic Site
369,KENNEDY,4.6268,-74.1573,la berraquera,4.627094324778419,-74.14623291653741,Burger Joint
370,KENNEDY,4.6268,-74.1573,Carbú: Hamburguesas Ahumadas de Res,4.626092085056964,-74.1469988625505,Burger Joint
371,KENNEDY,4.6268,-74.1573,Papa John's,4.620974960458993,-74.1517499102271,Pizza Place
372,KENNEDY,4.6268,-74.1573,Aeropuerto Olaya Herrera Medellin,4.616312108107953,-74.16709150599077,Airport
373,KENNEDY,4.6268,-74.1573,Parque Timiza,4.609021425058681,-74.15397047996521,Park
374,KENNEDY,4.6268,-74.1573,Canterbury Café,4.619729357729142,-74.13745092392415,Cocktail Bar
375,KENNEDY,4.6268,-74.1573,Piqueteadero Don Jorge,4.61746662794648,-74.16373498496391,BBQ Joint
376,KENNEDY,4.6268,-74.1573,Bodytech Centro Médico Deportivo,4.618658518843998,-74.15946900373586,Gym
377,KENNEDY,4.6268,-74.1573,Zoi Wok,4.626906132639257,-74.14632914353639,Asian Restaurant
378,KENNEDY,4.6268,-74.1573,Polideportivo Cayetano Cañizares,4.6263294,-74.16094,Soccer Field
379,KENNEDY,4.6268,-74.1573,McDonald's,4.620910182556525,-74.15180449606852,Fast Food Restaurant
380,KENNEDY,4.6268,-74.1573,La Toya,4.624359020107933,-74.1481948059814,Restaurant
381,KENNEDY,4.6268,-74.1573,Bogotá Beer Company,4.618572142222209,-74.1344932960699,Brewery
382,KENNEDY,4.6268,-74.1573,IMAX Procinal,4.619551843838605,-74.13540283634656,Movie Theater
383,KENNEDY,4.6268,-74.1573,Juan Valdez Café,4.6180684924142,-74.13529638372107,Coffee Shop
384,KENNEDY,4.6268,-74.1573,Leños y Palos,4.637339275010216,-74.14209152530486,BBQ Joint
385,KENNEDY,4.6268,-74.1573,Resturante El Carnal,4.619656501096342,-74.13510116231876,Mexican Restaurant
386,KENNEDY,4.6268,-74.1573,Club Deportivo Bavaria,4.633114212279791,-74.13498082655356,Sports Club
387,KENNEDY,4.6268,-74.1573,Sandwich Qbano Plaza de las Américas,4.619497845258063,-74.13517547323772,Sandwich Place
388,KENNEDY,4.6268,-74.1573,El Corral,4.619741132348266,-74.13514012872452,Burger Joint
389,KENNEDY,4.6268,-74.1573,FX GYM,4.627225100812164,-74.14543725081757,Gym
390,KENNEDY,4.6268,-74.1573,Parque El Triangulo,4.625308541424425,-74.14360075410204,Park
391,KENNEDY,4.6268,-74.1573,Crepes & Waffles,4.619374775491387,-74.1354109168324,French Restaurant
392,KENNEDY,4.6268,-74.1573,BHB Fitness GYM,4.638509801656715,-74.13655844966279,Gym
393,KENNEDY,4.6268,-74.1573,Panadería Kutty,4.646059083860779,-74.14726871507447,Bakery
394,KENNEDY,4.6268,-74.1573,Mr. Dog,4.61945395650178,-74.13750071011707,Hot Dog Joint
395,KENNEDY,4.6268,-74.1573,Parque Villa Del Río,4.602971234365273,-74.15494170535676,Park
396,KENNEDY,4.6268,-74.1573,Pepe ganga,4.61807077933419,-74.1342129174273,Toy / Game Store
397,KENNEDY,4.6268,-74.1573,Sandwich Qbano Tintal Plaza,4.643193977209822,-74.15631784344278,Fast Food Restaurant
398,KENNEDY,4.6268,-74.1573,Corabastos S.A.,4.63238231757924,-74.16115994954944,Farmers Market
399,KENNEDY,4.6268,-74.1573,Azuki Manga,4.6210883412475985,-74.13785266392195,Japanese Restaurant
400,KENNEDY,4.6268,-74.1573,La Poche Pescaderia,4.61206854353066,-74.13515846076845,Seafood Restaurant
401,KENNEDY,4.6268,-74.1573,Pizza House Gourmet,4.643697488861043,-74.13695728391063,Pizza Place
402,KENNEDY,4.6268,-74.1573,Sandwich Qbano Mundo Aventura,4.620537780387442,-74.1373029323083,Sandwich Place
403,KENNEDY,4.6268,-74.1573,Burguer Prehis,4.627695422603069,-74.14123230717871,Fast Food Restaurant
404,KENNEDY,4.6268,-74.1573,Del Rodeo,4.617470909852757,-74.13637672997761,Burger Joint
405,KENNEDY,4.6268,-74.1573,SADC,4.621348307121858,-74.14306635805191,Car Wash
406,KENNEDY,4.6268,-74.1573,Plaza De Mercado De Kennedy,4.619746925583783,-74.16022257985303,Farmers Market
407,KENNEDY,4.6268,-74.1573,Cruzando Las Fronteras,4.64361569132763,-74.13719434728867,Fast Food Restaurant
408,KENNEDY,4.6268,-74.1573,Charlie Parrilla,4.638107151849822,-74.14068385782117,BBQ Joint
409,KENNEDY,4.6268,-74.1573,Piqueteadero Donde Manuel,4.615594514389058,-74.13306264202579,BBQ Joint
410,KENNEDY,4.6268,-74.1573,Plaza de Comidas C.C. Plaza de las Americas,4.618077006815768,-74.13712553356763,Fast Food Restaurant
411,KENNEDY,4.6268,-74.1573,Super Dog Paisa,4.628399658812807,-74.14100053147737,Hot Dog Joint
412,KENNEDY,4.6268,-74.1573,Adidas Performance Store,4.6116118168045706,-74.1407095478004,Sporting Goods Shop
413,KENNEDY,4.6268,-74.1573,Harusame wok,4.637911135633219,-74.14026226658196,Asian Restaurant
414,KENNEDY,4.6268,-74.1573,Juan Valdez Café,4.641741280823296,-74.13738358489077,Coffee Shop
415,BARRIOS UNIDOS,4.671811,-74.073197,Mi gran parrilla boyacense,4.666876162386872,-74.07484946800069,Latin American Restaurant
416,BARRIOS UNIDOS,4.671811,-74.073197,Club Social De Tejo El Porvenir Del Norte,4.673453406833481,-74.07708740542733,Hockey Field
417,BARRIOS UNIDOS,4.671811,-74.073197,Jägerhütte,4.673405242923294,-74.06241071808965,German Restaurant
418,BARRIOS UNIDOS,4.671811,-74.073197,Riquisimo - Postres y Helados Principal,4.668365684741178,-74.08366159565784,Dessert Shop
419,BARRIOS UNIDOS,4.671811,-74.073197,La Gran Colombia,4.660698413668435,-74.0678402448675,Bakery
420,BARRIOS UNIDOS,4.671811,-74.073197,Compania del Sabor,4.659463013808897,-74.06962510787861,Fried Chicken Joint
421,BARRIOS UNIDOS,4.671811,-74.073197,Vasconia,4.686285470284307,-74.06921903923343,Bakery
422,BARRIOS UNIDOS,4.671811,-74.073197,Centro Canino Cruz Roja,4.665529769653475,-74.0861505600684,Dog Run
423,BARRIOS UNIDOS,4.671811,-74.073197,Euro Snack,4.671697064114313,-74.05815984759974,German Restaurant
424,BARRIOS UNIDOS,4.671811,-74.073197,Coctel del Mar,4.657502,-74.065303,Seafood Restaurant
425,BARRIOS UNIDOS,4.671811,-74.073197,"Brisas del Mar, Cevicheria.",4.659427708870597,-74.07011379715127,Seafood Restaurant
426,BARRIOS UNIDOS,4.671811,-74.073197,Bodytech Point 83,4.670073857007112,-74.05950738276128,Gym
427,BARRIOS UNIDOS,4.671811,-74.073197,Parque El Virrey,4.673457325964844,-74.05498410499858,Park
428,BARRIOS UNIDOS,4.671811,-74.073197,Cremeria Italiana,4.665472362644405,-74.05671312026827,Ice Cream Shop
429,BARRIOS UNIDOS,4.671811,-74.073197,Restaurante Los Galenos,4.680236432641787,-74.05740140607165,Restaurant
430,BARRIOS UNIDOS,4.671811,-74.073197,Teatro Nacional La Castellana,4.683710924825664,-74.06002298734226,Theater
431,BARRIOS UNIDOS,4.671811,-74.073197,Campo de Practica Fedegolf,4.6633995841681655,-74.08451004663337,Golf Course
432,BARRIOS UNIDOS,4.671811,-74.073197,Cafe Monstruo,4.670741835867107,-74.05689361669054,Coffee Shop
433,BARRIOS UNIDOS,4.671811,-74.073197,Les amis Bizcochería,4.670886502184531,-74.05410719371818,Bakery
434,BARRIOS UNIDOS,4.671811,-74.073197,i Love Tokio Store,4.668898879298664,-74.05530359525378,Gift Shop
435,BARRIOS UNIDOS,4.671811,-74.073197,RPM Records BOG,4.668163782150335,-74.05491938180356,Record Shop
436,BARRIOS UNIDOS,4.671811,-74.073197,Panacée Boutique Bakery,4.662874187067022,-74.05754663622973,Bakery
437,BARRIOS UNIDOS,4.671811,-74.073197,GHL HAMILTON BOGOTÁ HOTEL,4.667013442798415,-74.05580616924577,Roof Deck
438,BARRIOS UNIDOS,4.671811,-74.073197,Callao Sanguchería,4.664814209671388,-74.05665515292554,Latin American Restaurant
439,BARRIOS UNIDOS,4.671811,-74.073197,Agrocampo,4.661520298030683,-74.06181622316988,Pet Store
440,BARRIOS UNIDOS,4.671811,-74.073197,WOK,4.667498,-74.054505,Asian Restaurant
441,BARRIOS UNIDOS,4.671811,-74.073197,Restaurante La Casa Del Viudo,4.683859647691606,-74.06251951633436,Seafood Restaurant
442,BARRIOS UNIDOS,4.671811,-74.073197,La Brasserie,4.669580570879838,-74.05355965789451,French Restaurant
443,BARRIOS UNIDOS,4.671811,-74.073197,Osaka - Cocina Nikkei,4.669464798431299,-74.05359536794212,Asian Restaurant
444,BARRIOS UNIDOS,4.671811,-74.073197,Zona T,4.667519941216236,-74.05387686428558,Plaza
445,BARRIOS UNIDOS,4.671811,-74.073197,Andrés D.C.,4.666376037870644,-74.05442894220697,Steakhouse
446,BARRIOS UNIDOS,4.671811,-74.073197,Central Cevichería,4.669329936768817,-74.05353204721483,Seafood Restaurant
447,BARRIOS UNIDOS,4.671811,-74.073197,Hall 74 - Centro de Eventos Universidad Sergio Arboleda,4.660539274109734,-74.06012409764578,Amphitheater
448,BARRIOS UNIDOS,4.671811,-74.073197,Food Truck Park,4.6664679537587626,-74.05527669084262,Food Truck
449,BARRIOS UNIDOS,4.671811,-74.073197,Super Wow Nail Art Printer,4.665042704646933,-74.0559074574786,Cosmetics Shop
450,BARRIOS UNIDOS,4.671811,-74.073197,Upperside,4.666425539196676,-74.05526098963117,Cocktail Bar
451,BARRIOS UNIDOS,4.671811,-74.073197,Di Lucca,4.6695077578919415,-74.05343807879011,Italian Restaurant
452,BARRIOS UNIDOS,4.671811,-74.073197,Primi,4.6702436701625425,-74.05320001998568,Italian Restaurant
453,BARRIOS UNIDOS,4.671811,-74.073197,Coffee & Jesus,4.684754836980385,-74.06276444802704,Café
454,BARRIOS UNIDOS,4.671811,-74.073197,Obleas Dany,4.652353375977684,-74.07402251707641,Cupcake Shop
455,BARRIOS UNIDOS,4.671811,-74.073197,Sr Grill,4.688403539599489,-74.06237548812881,Restaurant
456,BARRIOS UNIDOS,4.671811,-74.073197,Crepes & Waffles,4.66776965235435,-74.05369360941366,French Restaurant
457,BARRIOS UNIDOS,4.671811,-74.073197,Upper Side 81st  Street,4.6664628387860505,-74.05513179202947,Restaurant
458,BARRIOS UNIDOS,4.671811,-74.073197,Sofitel Bogota Victoria Regia,4.670042301702458,-74.05322123557589,Hotel
459,BARRIOS UNIDOS,4.671811,-74.073197,La Plaza de Andrés,4.666494031144577,-74.05398780738452,BBQ Joint
460,BARRIOS UNIDOS,4.671811,-74.073197,barberia cut club,4.668496025524076,-74.05563273676316,Health & Beauty Service
461,BARRIOS UNIDOS,4.671811,-74.073197,Tremenda Sal & Dulce,4.677484556806707,-74.05412538444344,Restaurant
462,BARRIOS UNIDOS,4.671811,-74.073197,Bogotá Beer Company,4.66929360902113,-74.05379344068704,Brewery
463,BARRIOS UNIDOS,4.671811,-74.073197,Julia,4.669015710695594,-74.05351906021663,Pizza Place
464,BARRIOS UNIDOS,4.671811,-74.073197,Chicheria Demente,4.6568252186333545,-74.06415322153556,BBQ Joint
465,ENGATIVÁ,4.7071,-74.1072,Parque San Andrés Bochica,4.713011140892845,-74.11029772265745,Athletics & Sports
466,ENGATIVÁ,4.7071,-74.1072,Crepes & Waffles,4.711217933497585,-74.11184906959534,Ice Cream Shop
467,ENGATIVÁ,4.7071,-74.1072,Juan Valdez Café,4.710925785608111,-74.11183840655337,Café
468,ENGATIVÁ,4.7071,-74.1072,La Luneria café,4.709039887597741,-74.11387554342929,Breakfast Spot
469,ENGATIVÁ,4.7071,-74.1072,BODYTECH,4.710924711820623,-74.11242661554857,Gym
470,ENGATIVÁ,4.7071,-74.1072,El Carnal,4.71057105236233,-74.1120844961293,Mexican Restaurant
471,ENGATIVÁ,4.7071,-74.1072,Pescaderia El Velero,4.700926201488641,-74.09785674135921,Seafood Restaurant
472,ENGATIVÁ,4.7071,-74.1072,Torta Española,4.6940326573295055,-74.0999911063873,Bakery
473,ENGATIVÁ,4.7071,-74.1072,Cinepolis Diverplaza,4.700912,-74.115279,Movie Theater
474,ENGATIVÁ,4.7071,-74.1072,Tranvia,4.71816485211446,-74.11115548534717,Restaurant
475,ENGATIVÁ,4.7071,-74.1072,Crepes & Waffles,4.697899058270925,-74.10578972301872,Restaurant
476,ENGATIVÁ,4.7071,-74.1072,Supermercado Ricaurte,4.705477209341125,-74.10873988326601,Convenience Store
477,ENGATIVÁ,4.7071,-74.1072,Polideportivo SAN ANDRÉS,4.712630000499502,-74.11127845633182,Park
478,ENGATIVÁ,4.7071,-74.1072,Crepes & Waffles,4.701243809312747,-74.11562202937046,Ice Cream Shop
479,ENGATIVÁ,4.7071,-74.1072,Crepes & Waffles,4.694761534398693,-74.08642029509838,Restaurant
480,ENGATIVÁ,4.7071,-74.1072,Hamburguesas El Corral,4.701028966224604,-74.11593027731213,Burger Joint
